,titles,descriptions,links,site_name
0,Lees de speech van koning Willem-Alexander terug,Hieronder volgt de volledige tekst van de toespraak Koning Willem-Alexander tijdens de Nationale Herdenking op de Dam.,,www.parool.nl
1,"Enige Nederlandse vaccinmaker op WHO-lijst: ‘Als we falen, vernietigen we alles’","De farmaceut laat een miljoenenvoorraad maken, maar weet niet of zijn vaccin werkt.",,www.parool.nl
2,KLM verplicht mondkapjes aan boord vliegtuig,KLM stelt het dragen van mondkapjes aan boord van het vliegtuig en tijdens instappen per 11 mei verplicht. Passagiers moeten daarbij hun eigen gezichtsbescherming verzorgen. De luchtvaartmaatschappij vliegt vanaf maandag 4 mei weer naar meer Europese bestemmingen.,,www.parool.nl
3,Extra geld in subsidiepot waarmee leerlingen laptop of tablet kunnen krijgen,"10.000 leerlingen krijgen straks toch een laptop of tablet waarmee ze thuis onderwijs kunnen volgen. Onderwijsminister Arie Slob trekt daarvoor nog eens 3,8 miljoen euro uit.",,www.parool.nl
4,Instituut in Bilthoven ontwikkelt drie mogelijke coronavaccins,"Onderzoeksinstituut Intravacc uit Bilthoven ontwikkelt drie mogelijke coronavaccins. Dit zegt Jan Groen, de net aangetreden CEO van Intravacc.",,www.parool.nl
5,‘Bankiers van Verzet’ krijgen monumenten in Bloemendaal,"De twee broers Gijsbrecht en Walraven van Hall, ook wel de ‘Bankiers van het Verzet’ genoemd, krijgen samen twee monumenten in Bloemendaal. De kunstwerken worden op 5 mei onthuld.",,www.parool.nl
6,"Leraren bezorgd: ‘Ik ga voor de klas, maar denk niet: hoera’","Vol enthousiasme, maar ook met grote tegenzin gaan basisschoolleraren vanaf 11 mei weer voor de klas. Terwijl tweederde zich wel kan vinden in de heropening van scholen, noemt een grote groep die beslissing juist onverantwoord. ‘Ik ga voor de klas, maar denk niet: hiep, hiep, hoera.’",,www.parool.nl
7,Een andere 4 mei dan we gewend zijn: koning speecht op lege Dam,De Nationale Herdenking zou vanwege het 75-jarige jubileum al bijzonder zijn. Door de coronacrisis belooft deze 4 mei een speciale editie te worden.,,www.parool.nl
8,Warme en droge zomer in het vooruitzicht,"De zomer wordt voor het derde jaar op rij warm en droog, verwacht Weeronline. In juni en augustus worden hittegolven verwacht. Juli lijkt iets natter te worden met meer buien, maar ook hoge temperaturen.",,www.parool.nl
9,50Plus-oprichter voelt zich door Henk Krol bedonderd: ‘Heel teleurstellend’,Het knetterde al maanden binnen 50Plus.,,www.parool.nl
10,75 jaar na Auschwitz huilt overlever David Lewin nog steeds,In januari herdacht de wereld de Holocaust op de plek die het symbool voor de massamoord op zes miljoen Joden werd: Auschwitz-Birkenau. De hoofdrol was voor de ruim tweehonderd overlevers die nog altijd in leven zijn. ‘Ik hoorde het gegil van kinderen die in het vuur werden gegooid.’,,www.parool.nl
11,Wat brengt de economische crisis na het coronavirus?,"Na de coronacrisis volgt de onvermijdelijke economische crisis. Die zal ook veel ellende veroorzaken in Nederland. De recessie biedt echter, zoals altijd, ook kansen. ‘Herstel moet komen uit innovatie.’",,www.parool.nl
12,Ic-verpleegkundige Martine ­Minnema: ‘Uiteindelijk komen we hier sterker uit’,Minnema en haar collega's in het OLVG beleven intense weken.,,www.parool.nl
13,Krol stopt als leider 50PLUS en zet eigen partij op,Henk Krol neemt afscheid van 50Plus. Krol neemt zijn Kamerzetel mee en begint samen met onafhankelijk Kamerlid Femke Merel van Kooten een nieuwe politieke partij: de Partij voor de Toekomst.,,www.parool.nl
14,50Plus heeft geen goed woord over voor ‘zetelroof’ Henk Krol,De Kamerleden van 50Plus voelen zich bedrogen door Henk Krol. Zondagochtend kondigde hij zonder overleg aan de partij te verlaten en voor zichzelf te beginnen.,,www.parool.nl
15,"‘Dat kutvirus,’ verzuchtte Rutte. Reconstructie van een wanhopige strijd","Zondag 8 maart is de laatste weekenddag van het oude Nederland, daarna gaat het land ‘intelligent op slot’. Een reconstructie van een soms wanhopige strijd tegen de stippellijn van de maximale ic-capaciteit, door de ogen van direct betrokkenen. ‘Het is ook eng, wat als we het mis hebben?’",,www.parool.nl
16,Het is feest in Rhenen dankzij de babypanda,"Geschiedenis. Dat heeft de kleine, één dag oude babypanda met zijn/haar geboorte geschreven. Het is namelijk voor het eerst in de geschiedenis dat er een reuzenpanda-baby in Nederland is geboren.",,www.parool.nl
17,"Penningmeester Denk stapt op, conflict ettert door",De penningmeester van het partijbestuur van Denk is opgestapt. Daarmee verdiept de crisis in de partij zich verder.,,www.parool.nl
18,Stef Blok: ‘Buitenlandse Zaken is geen reisbureau’,"Stef Blok, de minister zonder buitenland. Althans, dat buitenland is er wel, maar de VVD’er moet er nu landgenoten uit terughalen en kan er niet naartoe. “Ik stap nu elke avond in mijn eigen bed.”",,www.parool.nl
19,Verpleegzorg pas laat op de radar bij crisisteam,De aanpak van de coronacrisis was zo gericht op ziekenhuizen en ic-capaciteit dat verpleeghuizen de eerste weken amper in beeld waren. Daar sloeg het virus onder de radar ongenadig hard toe. Het RIVM is voorstander van een evaluatie.,,www.parool.nl
