,titles,descriptions,links
0,"Noodkreet: ‘1,5 metereconomie onwerkbaar voor horeca’","Horecabedrijven stellen dat de 1,5 metereconomie zoals voorgesteld door premier Rutte onwerkbaar is. Daarvoor waarschuwt Koninklijke Horeca Nederland (KHN). De brancheorganisatie wijst erop dat het voor flink wat bedrijven onmogelijk is om binnen de voorwaarden rendabel te kunnen zijn.",
1,D66 betekent in tijden van corona bijster weinig voor haar kiezers,Özcan Akyol schrijft drie keer per week over wat hem bezighoudt.,
2,"Brabants dorp neemt afscheid van Guus (29): ‘Dag, tot ooit’","Een lang lint mensen stond woensdagmiddag langs de kant van de weg om Guus Konings (29) uit het Brabantse Beek en Donk, die vorige week overleed aan het coronavirus, een laatste eer te bewijzen.",
3,Kabinet volgt België en Duitsland niet met breed gebruik mondkapjes,"In tegenstelling tot België en Duitsland noemt Nederland het breed inzetten van mondkapjes ‘niet wenselijk en onnodig’. Minister Hugo de Jonge (Volksgezondheid) herhaalde vanavond op de persconferentie het Nederlandse standpunt. Vanmiddag lieten beide buurlanden weten het gebruik van mondkapjes ‘dringend’ aan te bevelen, maar dat vindt De Jonge niet nodig.",
4,Het coronanieuws van woensdag 15 april: teruglezen in één minuut,De stroom aan nieuwsberichten over het coronavirus is amper bij te benen. In dit artikel brengen we het belangrijkste nieuws van vandaag in een kort overzicht.,
5,Wildwest in mondkapjes-handel: ‘Die hele fabriek bestond niet’,"Heel de wereld wil mondkapjes. De handel daarin is wildwest geworden met niet-bestaande fabrieken, vervalste certificaten, aanbetalingen die verdwijnen en onbegrip tussen ondernemers en ambtenaren.",
6,"Arts op de ic doet verslag: ‘Ik zie het vaker, patiënten die accepteren dat ze ziek zijn’",Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 22: ‘Wanneer kunnen we afschalen?’   Lees alle voorgaande afleveringen hier terug.,
7,Dit is de grootste snurker van 2020: ‘Ik gun mijn vrouw ook een goede nachtrust’,"Mensen kunnen er lacherig over doen terwijl anderen zich er intens voor schamen. Feit is dat er nog altijd een groot taboe rust op snurken. En dat terwijl Nederland ruim vier miljoen chronische snurkers telt. Om te laten zien dat snurken ‘dus‘ heel normaal is, wordt de grootste snurker van het jaar-wedstrijd gehouden. De winnaar van dit jaar, die vandaag bekend werd gemaakt, schaamt zich in ieder geval nergens voor: ,,Wat ik wel vervelend vind is dat mijn omgeving er last van heeft.”",
8,"Frank zit in quarantaine: Mijn kind spreekt in geheimtaal ‘reipap si po, apap’",Net als veel Nederlanders blijft redacteur Frank Poorthuis thuis. Frank zit in de risicogroep. Verslag van dag 34. Lees alle eerdere afleveringen hier terug.,
9,"RIVM: 189 nieuwe sterfgevallen, maar ‘slechts’ 188 nieuwe ziekenhuisopnames","Het aantal meldingen van personen die als gevolg van corona zijn overleden is de afgelopen 24 uur gestegen met 189. Daarnaast kwamen er 188 meldingen binnen van mensen die in het ziekenhuis zijn opgenomen (geweest). Het, vergeleken met de afgelopen dagen, hoge aantal doden komt doordat veel sterfgevallen pas na het paasweekend, dus gisteren, zijn gerapporteerd.",
10,"Winkels gaan weer open, omzet stijgt: ‘Winkelen kan ook weer’","Mode- en schoenenwinkels openen de deuren weer. De omzet stijgt, de consument durft de deur weer uit. ,,We zien dat veel winkeliers oplossingen hebben bedacht voor de anderhalve-metereconomie dus wij durven nu ook te zeggen: winkelen kan weer”, zegt directeur Jan Meerman van brancheorganisatie INretail.",
11,Bedreigd homokoppel wil voorlopig geen bemiddelingsgesprek met belager,"Het homostel dat in Amsterdam werd bedreigd en uitgescholden door een groepje jongeren, staat nog niet open voor een ‘bemiddelingsgesprek’ met de 15-jarige verdachte die gisteren werd vrijgelaten. De advocaat van die jongen hoopt vervolging te kunnen voorkomen door een bemiddelingsgesprek aan te bieden.",
12,Mag het noorden als eerste uit de lockdown?,"Met een opvallend lage infectiegraad en zonder overbelaste ziekenhuizen kan het noorden mogelijk eerder uit de ‘lockdown’ dan de rest van het land, stellen experts. Het RIVM en het kabinet houden regionale versoepelingen open, een Groningse hoogleraar noemt de variant ‘interessant'.",
13,‘Kabinet negeerde jarenlang adviezen over pandemie-aanpak’,"De Nederlandse regering heeft sinds de ebola-uitbraak in West-Afrika in 2014 in drie opeenvolgende adviezen de raad gekregen kennis en kunde over pandemieën te bundelen en internationale samenwerking te zoeken. Maar actie bleef uit, blijkt uit een reconstructie van dagblad Trouw.",
14,"Geloof wat je wilt, 5G-gekkies. Maar blijf met je poten van zendmasten af",Nynke de Jong schrijft drie keer per week over wat haar bezighoudt.,
15,8000 zorgmedewerkers besmet: ‘Ik breng mijn gezin in gevaar’,"Minimaal 8000 zorgmedewerkers zijn besmet (geweest) met het nieuwe coronavirus, blijkt uit cijfers van het RIVM. Vakbonden zijn bezorgd en eisen meer bescherming. ,,Er zijn al medewerkers op de ic terechtgekomen.’’",
16,Politie geeft beelden brandstichter zendmast vrij,"De politie heeft via het tv-programma Opsporing Verzocht videobeelden vrijgegeven van een man die op vrijdagavond 10 april brand stichtte bij een zendmast op een bedrijventerrein aan de Koningsweg in Groningen. Te zien is hoe hij uit een vat vloeistof over de onderzijde van de mast giet, die aansteekt en zich vervolgens snel uit de voeten maakt. De afgelopen week is al dertien keer brand gesticht bij zendmasten.",
17,Twee 18-jarigen vast voor woningoverval bij 93-jarige vrouw in Drachten,De politie in Friesland heeft dinsdag twee 18-jarige verdachten opgepakt op verdenking van een woningoverval in oktober. Tijdens de overval werd in een huis in Drachten een 93-jarige vrouw mishandeld. Het programma Opsporing Verzocht besteedde vorige week aandacht aan de zaak.,
18,Het coronanieuws van dinsdag 14 april: bijlezen in één minuut,De stroom aan nieuwsberichten over het coronavirus is amper bij te benen. In dit artikel brengen we het belangrijkste nieuws van vandaag in een kort overzicht.,
19,"Arts op de ic doet verslag: ‘Corona is frustrerend, maar ook interessante puzzel’",Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 21: ‘Vasthouden aan positieve momenten’.  Lees alle voorgaande afleveringen hier terug.,
20,Gevangenen willen helpen tijdens coronacrisis: ‘Wij kunnen iets voor de maatschappij betekenen’,Een groep gedetineerden uit de Penitentiaire Inrichting in Zaanstad heeft een brief geschreven aan minister Sander Dekker (Rechtsbescherming) waarin ze aangeven vanuit de gevangenis iets voor de maatschappij te willen betekenen. De brief is ook getekend door enkele bewaarders.,
21,Ruzie om van alles en niets? Zo doorbreek je de gedragspatronen,"Draaien irritaties met je partner steeds op hetzelfde uit - boos zijn, soms zelfs met servies gooien en minder vaak seks? Een ingesleten patroon is lastig te veranderen. Journalist Yildiz Celie gaat in de leer bij relatietherapeut Jean-Pierre van de Ven.",
22,Aantal patiënten op intensive care daalt met 35 naar 1303,Het aantal coronapatiënten op de intensive care is met 35 gedaald naar 1303. Op maandag waren het er 1338. Dat maakte het Landelijk Coördinatiecentrum Patiënten Spreiding (LCPS) dinsdag bekend.,
23,15-jarige die homo’s uitschold mag weer naar huis: ‘Maar twee weken niet op straat hangen’,"De 15-jarige jongen die was opgepakt omdat hij homo’s in Amsterdam had uitgescholden en bedreigd, hoeft van de rechter niet terug de jeugdgevangenis in. Hij mag naar huis, maar mag twee weken lang niet op straat rondhangen, bevestigt zijn advocaat Anis Boumanjal.",
24,Politie vraagt aandacht voor branden zendmasten in Opsporing Verzocht,De politie tast nog in het duister wie er verantwoordelijk is voor de branden in zendmasten de afgelopen dagen. In Opsporing Verzocht wordt dinsdagavond aandacht gevraagd voor de brandstichtingen. De uitzending begint om 20.30 uur op NPO 1.,
25,"Frank zit in quarantaine: Weet je nog, lieffie, voor corona? Ja, en ik mis het ook",Net als veel Nederlanders blijft redacteur Frank Poorthuis thuis. Frank zit in de risicogroep. Verslag van dag 33. Lees alle eerdere afleveringen hier terug.,
26,Nina (57) bleef voor de eerste keer bij Kees (56) slapen en trok gelijk bij hem in,In de rubriek BV de Liefde vertellen lezers openlijk en anoniem over hun relatie. Nina (57) wilde geen vriend. Toen kwam ze Kees (56) tegen en voelde ze vlinders in haar buik. Nu zijn ze samen in coronaquarantaine.,
27,‘Rouwband’ om eik als wapen tegen processierups: hier willen ze de jeuk voor zijn,"Het oogt als een rouwband, maar wie weet pakt landbouwplastic rondom een eik dit jaar uit als probaat middel tegen de vermaledijde processierups.",
28,RIVM: 122 gemelde sterfgevallen en 210 ziekenhuisopnames,Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) laat weten dat er de afgelopen 24-uur melding is gedaan van 122 nieuwe sterfgevallen ten gevolge van het coronavirus. Dat is een stijging ten opzichte van een dag eerder. Gisteren werden 86 doden gemeld. Het aantal ziekenhuisopnames is iets hoger dan de afgelopen dagen. Er worden 210 nieuwe opnames gemeld.,
29,Bewoners van Ermelose woning wisten van niets: ‘Er ligt een stoffelijk overschot in uw voortuin’,",,Er ligt een stoffelijk overschot in uw voortuin.’’ Die mededeling van de politie kwam vanochtend als een volslagen verrassing voor de bewoners van een huis aan de Dokter Holtropstraat in Ermelo. Ze wisten nog van niks.",
