,titles,descriptions,links
0,Aantal patiënten op de intensive care gedaald met 25,Er liggen zondag 25 minder mensen met corona op de intensive care in Nederland dan een dag ervoor. In totaal is het aantal patiënten gedaald naar 1176.,https://www.telegraaf.nl/nieuws/920702651/aantal-patienten-op-de-intensive-care-gedaald-met-25
1,Heidebrand bij Son; recreanten gevraagd gebied te verlaten,Heidebrand bij Son; recreanten gevraagd gebied te verlaten,https://www.telegraaf.nl/nieuws/553614029/heidebrand-bij-son-recreanten-gevraagd-gebied-te-verlaten
2,Overvaller drukt mes tegen hals kassamedewerkster,Overvaller drukt mes tegen hals kassamedewerkster,https://www.telegraaf.nl/video/748882518/overvaller-drukt-mes-tegen-hals-kassamedewerkster
3,Grote zorgen om drukte in Limburgs Heuvelland,"Het is zondag te druk in het Limburgse Heuvelland. Politie, marechaussee en andere handhavers zijn daarom begonnen met het uitdelen van boetes, liet een woordvoerder van de Veiligheidsregio Zuid Limburg zondagmiddag weten. De boetes kunnen volgens de woordvoerder in de honderden euro’s lopen.",https://www.telegraaf.nl/nieuws/817747938/grote-zorgen-om-drukte-in-limburgs-heuvelland
4,Brandweer redt ree van verdrinkingsdood in Oude Pekela,Bewoners van Oude Pekela keken zondagochtend raar op toen ze in het Pekelderdiep opeens een ree zagen zwemmen. Het dier was te water geraakt en kon er op eigen kracht niet meer uitkomen.,https://www.telegraaf.nl/nieuws/14799248/brandweer-redt-ree-van-verdrinkingsdood-in-oude-pekela
5,Vrouw (65) ligt drie maanden dood in haar flat in Den Bosch,"Een 65-jarige vrouw uit Den Bosch heeft drie maanden dood in haar flat gelegen aan de Commissaris de Quaylaan in Den Bosch. De vrouw leefde erg teruggetrokken, had een psychiatrische achtergrond en geen familie. Uiteindelijk trok haar bewindvoerder aan de bel. Dat meldt BN De Stem.",https://www.telegraaf.nl/nieuws/1631650201/vrouw-65-ligt-drie-maanden-dood-in-haar-flat-in-den-bosch
6,Kat na negen jaar teruggevonden,Kat na negen jaar teruggevonden,https://www.telegraaf.nl/nieuws/1901654647/kat-na-negen-jaar-teruggevonden
7,Microbioloog: ‘Dit moet radicaal anders’,"Nederland heeft voldoende testcapaciteit voor het coronavirus, maar die wordt niet benut door bureaucratische regels. Dat zegt microbioloog Marc Bonten in WNL Op Zondag. Volgens hem moet het systeem radicaal anders.",https://www.telegraaf.nl/video/1257565631/microbioloog-dit-moet-radicaal-anders
8,Tientallen coronaboetes: ’We blijven natuurlijk niet waarschuwen’,Het wil niet iedereen lukken om de coronarichtlijnen te volgen. Her en der in het land besluiten mensen zich niet aan de regels te houden en dat leidde dit weekeinde tot tientallen boetes.,https://www.telegraaf.nl/nieuws/1172450303/tientallen-coronaboetes-we-blijven-natuurlijk-niet-waarschuwen
9,"Aantal doden door coronavirus stijgt met 83, 110 nieuwe ziekenhuisopnames",Het coronavirus heeft tot nu toe aan zeker 3684 mensen het leven gekost in Nederland. Bij het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) zijn 83 nieuwe meldingen binnengekomen over sterfgevallen van de diverse GGD’en.,https://www.telegraaf.nl/nieuws/283970994/aantal-doden-door-coronavirus-stijgt-met-83-110-nieuwe-ziekenhuisopnames
10,Vuurwerkbom door brievenbus van woning in Sint-Maartensdijk,Bij een woning aan de Bloemenlaan in Sint-Maartensdijk is zaterdagavond een vuurwerkbom naar binnen gegooid.,https://www.telegraaf.nl/nieuws/1266913029/vuurwerkbom-door-brievenbus-van-woning-in-sint-maartensdijk
11,"Arbeidsmigranten werkloos, maar terugkeren gaat niet","Doordat steeds meer bedrijven de deuren sluiten en de economie in een lagere versnelling staat, zitten veel arbeidsmigranten muurvast. Ze worden op straat gezet of vrezen ontslag, anderen voelen zich niet veilig op werk. Teruggaan naar huis gaat ook niet, omdat veel grenzen dicht zitten.",https://www.telegraaf.nl/nieuws/1409039281/arbeidsmigranten-werkloos-maar-terugkeren-gaat-niet
