,titles,descriptions,links
0,'China ontving in februari miljoenen medische hulpmiddelen uit Nederland',"De Nederlandse overheid heeft op 10 februari ondersteuning geboden bij het sturen van een vliegtuig vol mondkapjes, medische overalls en beademingsmachines naar de Chinese stad Wuhan. Dat blijkt uit een reconstructie van de Volkskrant. Nog geen twee weken later constateert het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) dat er in Nederland problemen ontstaan met de beschikbaarheid van medische hulpmiddelen.",https://www.nu.nl/coronavirus/6044195/china-ontving-in-februari-miljoenen-medische-hulpmiddelen-uit-nederland.html
1,Brandweer moet opnieuw uitrukken om zendmasten te blussen,"De brandweer is vrijdagavond en in de nacht naar zaterdag druk geweest met het blussen van brandende zendmasten. Vrijdagavond stak iemand een zendmast in Groningen in brand en in de Brabantse plaats Oudenbosch vlogen twee masten in brand. De brandweer heeft die geblust en doet nog onderzoek naar de toedracht, maar een verband met andere incidenten is zeer aannemelijk.",https://www.nu.nl/binnenland/6044174/brandweer-moet-opnieuw-uitrukken-om-zendmasten-te-blussen.html
2,Als militair verpleegkundige op de ic: 'Strijd tegen onzichtbare vijand',"De 34-jarige Tjardo is militair verpleegkundige en sinds maandag werkzaam op de intensive care van het calamiteitenhospitaal in Utrecht. Samen met 55 collega-verpleegkundigen en tien artsen van Defensie voeren ze strijd tegen deze ""onzichtbare vijand"".",https://www.nu.nl/coronavirus/6043797/als-militair-verpleegkundige-op-de-ic-strijd-tegen-onzichtbare-vijand.html
3,Weerbericht: Paasweekend begint zonnig en warm,"Het paasweekend gaat zaterdag zonnig van start. Zaterdag schijnt de zon volop. Een zwakke tot matige oostenwind voert warme lucht aan, zodat de temperatuur oploopt tot 19 tot 23 graden. Op de Waddeneilanden is het iets frisser.",https://www.nu.nl/binnenland/6044167/weerbericht-paasweekend-begint-zonnig-en-warm.html
4,Artsenfederatie vindt dat artsen niet mogen werken zonder bescherming,"Artsenfederatie KNMG vindt dat artsen en andere hulpverleners die patiënten met het coronavirus behandelen niet mogen werken zonder de juiste beschermingsmiddelen, zo staat vrijdag in een verklaring op hun website.",https://www.nu.nl/binnenland/6044154/artsenfederatie-vindt-dat-artsen-niet-mogen-werken-zonder-bescherming.html
5,Bekijk de coronacijfers van 10 april in vijf grafieken,Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) publiceert elke dag een overzicht van cijfers over de coronacrisis in Nederland. NU.nl brengt de meeste cijfers die nu (vrijdagavond 10 april) bekend zijn samen in vijf grafieken.,https://www.nu.nl/coronavirus/6044142/bekijk-de-coronacijfers-van-10-april-in-vijf-grafieken.html
6,Deze extra maatregelen neemt jouw veiligheidsregio dit paasweekend,Door de goede weersverwachting wordt het ook dit weekend weer spannend: kan Nederland de verleiding weerstaan om massaal naar buiten te gaan? NU.nl geeft een overzicht van de extra coronamaatregelen die de veiligheidsregio's dit paasweekend treffen.,https://www.nu.nl/algemeen/6044012/deze-extra-maatregelen-neemt-jouw-veiligheidsregio-dit-paasweekend.html
7,Weekendweerbericht: Flink temperatuurverschil tussen de twee paasdagen,Het wordt een paasweekend met twee gezichten qua weer. Zaterdag en zondag is het warm met flink wat zon. Maandag daalt de temperatuur zeker tien graden en mag de winterjas zelfs weer uit de kast.,https://www.nu.nl/binnenland/6044107/weekendweerbericht-flink-temperatuurverschil-tussen-de-twee-paasdagen.html
8,Erasmus MC geeft update over aantal ic-bedden,Het Erasmus MC in Rotterdam geeft elke werkdag om 16.00 een persconferentie waarin mededelingen worden gedaan over de ontwikkeling rondom het aantal ic-bedden in Nederland.,https://www.nu.nl/algemeen/6044096/erasmus-mc-geeft-update-over-aantal-ic-bedden.html
9,"Aantal patiënten op ic daalt, maar het blijft 'onveranderd druk'","Het aantal Nederlandse coronapatiënten op de intensive care is met 33 licht gedaald, zo maakt Ernst Kuipers, voorzitter van het Landelijk Netwerk Acute Zorg (LNAZ), vrijdagmiddag bekend. Toch blijft het met in totaal 1.384 patiënten ""onveranderd druk"" op de intensivecareafdelingen in Nederland.",https://www.nu.nl/coronavirus/6043968/aantal-patienten-op-ic-daalt-maar-het-blijft-onveranderd-druk.html
10,Goed nieuws: Start corona-onderzoeken | Steunpakket voor eurolanden,Ten tijde van de COVID-19-pandemie domineert slecht nieuws vaker dan gebruikelijk de voorpagina van NU.nl. Toch is er ook positief nieuws te melden. Daarom maken wij dagelijks een overzicht van goed nieuws.,https://www.nu.nl/binnenland/6044072/goed-nieuws-start-corona-onderzoeken-steunpakket-voor-eurolanden.html
11,Artsen vrezen: meer mishandelde kinderen blijven onder radar door corona,Sinds het begin van de coronacrisis melden zich steeds minder kinderen op de spoedeisende hulp (SEH). Dit is deels verklaarbaar omdat zij nu niet naar school gaan en niet sporten. Maar ook kinderen in onveilige thuissituaties komen niet meer langs op de SEH.,https://www.nu.nl/coronavirus/6044055/artsen-vrezen-meer-mishandelde-kinderen-blijven-onder-radar-door-corona.html
12,Minder nieuwe coronadoden gemeld (115) dan vorige week vrijdag,"Het aantal nieuwe sterfgevallen als gevolg van het coronavirus is vrijdag met 115 kleiner dan een week eerder (148), zo blijkt uit de dagelijkse COVID-19-update van het Rijksinstituut voor Volksgezondheid en Milieu (RIVM). Het aantal nieuwe ziekenhuisopnames is vrijdag met 225 fors kleiner dan vorige week vrijdag (502).",https://www.nu.nl/coronavirus/6044023/minder-nieuwe-coronadoden-gemeld-115-dan-vorige-week-vrijdag.html
13,Kenan B. moet tien jaar cel in voor dodelijke brandstichting aan Hilledijk,"Kenen B. is vrijdag veroordeeld voor tien jaar cel voor brandstichting in zijn woning aan de Hilledijk in Rotterdam, waarbij zijn bovenbuurman Robert Hendrix (27) om het leven kwam.",https://www.nu.nl/binnenland/6044038/kenan-b-moet-tien-jaar-cel-in-voor-dodelijke-brandstichting-aan-hilledijk.html
14,Eerste Nederlandse coronapatiënt ontvangt plasma met antistoffen,"Een coronapatiënt in het Erasmus MC heeft woensdag als eerste persoon in Nederland plasma met antistoffen toegediend gekregen, bevestigt het Rotterdamse ziekenhuis na berichtgeving van de NOS vrijdag.",https://www.nu.nl/coronavirus/6044033/eerste-nederlandse-coronapatient-ontvangt-plasma-met-antistoffen.html
15,Eerste week april ongeveer 2.000 mensen meer overleden dan gemiddeld,"Er zijn in Nederland ongeveer tweeduizend mensen meer dan gemiddeld gestorven in de week van 30 maart tot en met 5 april. Dat wijst erop dat er veel meer mensen sterven aan de gevolgen van het coronavirus dan dagelijks wordt gemeld, zo stellen het Centraal Bureau voor de Statistiek (CBS) en het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) vrijdag.",https://www.nu.nl/coronavirus/6044005/eerste-week-april-ongeveer-2000-mensen-meer-overleden-dan-gemiddeld.html
16,Meisje (6) buiten levensgevaar na aanval door rottweiler in Kaatsheuvel,"Het zesjarige meisje dat donderdagavond in het Brabantse Kaatsheuvel werd aangevallen door een rottweiler, is buiten levensgevaar. Uit onderzoek blijkt dat het om een aanval van één hond in plaats van twee honden gaat, meldt de politie vrijdag.",https://www.nu.nl/binnenland/6043986/meisje-6-buiten-levensgevaar-na-aanval-door-rottweiler-in-kaatsheuvel.html
17,"Zwaargewonden nadat paal auto doorboort, dronken automobilist zit vast","Bij een ongeluk op de A16 nabij het Brabantse Zevenbergschen Hoek zijn in de nacht van donderdag op vrijdag vijf personen gewond geraakt, van wie meerderen er erg slecht aan toe zijn.",https://www.nu.nl/binnenland/6043940/zwaargewonden-nadat-paal-auto-doorboort-dronken-automobilist-zit-vast.html
18,Meisje (6) raakt zwaargewond door aanval rottweilers bij Kaatsheuvel,Een zesjarig meisje is donderdagavond aangevallen door twee rottweilers in het Brabantse Kaatsheuvel. Ze raakte dusdanig gewond dat zij met een traumahelikopter naar het ziekenhuis is gebracht.,https://www.nu.nl/binnenland/6043932/meisje-6-raakt-zwaargewond-door-aanval-rottweilers-bij-kaatsheuvel.html
