,titles,descriptions,links
0,Mark Rutte: ‘Het loket gaat zeker niet in één keer open’,"Het kabinet wil niet in één keer, maar ‘stap voor stap’ naar versoepeling van de getroffen corona-maatregelen. ‘Het loket gaat zeker niet in één keer open. Er zal maatwerk nodig zijn om aan de 1,5 meter-samenleving te voldoen.’",
1,"Kabinet maakt vaart met corona-apps, 750 voorstellen binnen",Minister De Jonge: 'Volgende week moet er een goed voorstel liggen',
2,Kabinet trekt 300 miljoen euro extra uit voor cultuur,Het kabinet schiet bepaalde culturele instellingen financieel te hulp om hen door de eerste maanden van de coronacrisis te helpen. Ook moeten ze met het geld weer kunnen investeren in het komende culturele seizoen. In totaal wordt daarvoor 300 miljoen euro uitgetrokken.,
3,Adviescommissie: ‘Einde aan belastingontwijking levert 600 miljoen op’,Er moet flink worden gewied in aftrekposten multinationals.,
4,Mag het noorden als eerste uit de lockdown?,"Met een opvallend lage infectiegraad en zonder overbelaste ziekenhuizen kan het noorden mogelijk eerder uit de ‘lockdown’ dan de rest van het land, stellen experts. Het RIVM en het kabinet houden regionale exit-opties open, een Groningse hoogleraar noemt de variant ‘interessant'.",
5,Dit was het belangrijkste coronanieuws van woensdag 15 april,"Koningsdag wordt Woningsdag met een digitale kleedjesmarkt en nationale toost, en de VS zet de financiering van de WHO stop. In de loop van de dag houden wij hier het belangrijkste coronanieuws van dinsdag 15 april bij.",
6,Coronacrisis doet files verdwijnen als sneeuw voor de zon,"De coronacrisis remt de groei van het wegverkeer aanzienlijk, blijkt uit nieuw onderzoek. Op korte termijn betekent dat vooral bijna geen files meer. De schaduwzijde: minder verkeer door een aanhoudende lockdown staat de komende jaren vooral voor een fikse economische crisis.",
7,"RIVM: 189 nieuwe sterfgevallen, 188 ziekenhuisopnames",De afgelopen 24 uur zijn er in Nederland 189 meldingen geweest van mensen die zijn overleden aan Covid-19. Ook zijn 188 nieuwe coronagerelateerde ziekenhuisopnames gemeld.,
8,"Record: Nederland geeft 5,7 miljard euro aan goede doelen",Giften aan goede doelen zijn in Nederland nog nooit zo hoog geweest. Ook is het percentage van de bevolking dat vrijwilligerswerk doet hoger geworden: 40 procent van de Nederlanders deed in 2018 vrijwilligerswerk. Dit blijkt uit het onderzoek Geven in Nederland van de Vrije Universiteit Amsterdam.,
9,Kamerleden 50Plus willen nu toch ook ledenraadpleging over Dales,De Tweede Kamerleden van 50Plus zegden dinsdag nog het vertrouwen op in de voorzitter.,
10,Meer twintigers en dertigers omgekomen in verkeer,"In 2019 zijn er in Nederland iets minder mensen in het verkeer om het leven gekomen dan het jaar daarvoor. In 2019 waren dat er 661, 17 minder dan in 2018. Wel stierven er in 2019 iets meer e-bikers.",
11,8000 medewerkers zorg besmet: ‘Dit is onze frontlinie’,"Minimaal 8000 zorgmedewerkers zijn besmet (geweest) met het nieuwe coronavirus, blijkt uit cijfers van het RIVM. Vakbonden zijn bezorgd en eisen meer bescherming. ‘Er zijn al medewerkers op de ic terechtgekomen.’",
12,Studenten mogen drie maanden langer reizen met ov-kaart,"Studenten die vanwege het coronavirus niet naar hun universiteit of hogeschool kunnen, mogen drie maanden langer blijven reizen met hun ov-studentenkaart. Dat heeft het ministerie van Onderwijs vandaag bekendgemaakt.",
13,Gevangenen willen helpen tijdens coronacrisis,Een groep gedetineerden uit de Penitentiaire Inrichting in Zaanstad heeft een brief geschreven aan minister Sander Dekker (Rechtsbescherming) waarin ze aangeven vanuit de gevangenis iets voor de maatschappij te willen betekenen. De brief is ook getekend door enkele bewaarders.,
14,Hoe de paasdeal van 50Plus als een kaartenhuis in elkaar stortte,De top van 50Plus kwam op tweede paasdag bijeen om een einde te maken aan onrust over de ambities van voorzitter Geert Dales en de besluitvorming richting de verkiezingen. Nog geen dag later zegde het leeuwendeel van de Kamerleden het vertrouwen in Dales op.,
15,Minister Koolmees gaat niet iedereen gelukkig maken,"Ontslagen flexwerkers en gesloten strandtenten mogen hoop koesteren dat de overheid alsnog met extra compensatie komt. Maar de overheid kan niet voor elke ‘sympathieke groep’ een aparte regeling optuigen, waarschuwt minister Wouter Koolmees van Sociale Zaken.",
16,Dirk van den Broek: van ponywagen tot supermarktketen,Dirk van den Broek begon als 15-jarige met de verkoop van melk en bouwde daarna een imperium op. Hij overleed woensdag op 96-jarige leeftijd.,
17,Meerderheid Kamerleden 50Plus zegt vertrouwen op in voorzitter Dales,Bijna alle Eerste en Tweede Kamerleden van 50Plus zeggen het vertrouwen op in partijvoorzitter Geert Dales. Dat hebben ze dinsdagmiddag in een persbericht laten weten.,
18,Hooikoortspatiënten opgepast: komende week veel pollen,"Doordat de berk in bloei staat, zijn er veel pollen in de lucht.",
19,Linkse partijen: ‘Bevries alle huren tijdens coronacrisis’,"GroenLinks, SP en PvdA roepen het kabinet op om alle huren in Nederland tijdens de coronacrisis te bevriezen. Ook willen ze dat het kabinet meer uit de kast trekt om te voorkomen dat huurders in geldnood uit huis worden gezet.",
