,titles,descriptions,links
0,"Ramkraak juwelier Tubbergen: politie lost waarschuwingsschoten, vijf verdachten vast","Een juwelierszaak in Tubbergen is vanmorgen in alle vroegte het slachtoffer geworden van een ramkraak. Overvallers reden omstreeks vijf uur met een auto in op de winkelpui, meldt De Twentsche Courant Tubantia.",
1,Rutte blijft volhouden dat mondmaskers niet helpen: buitenlandse experts zijn toch niet gek?,Özcan Akyol schrijft drie keer per week over wat hem bezighoudt.,
2,Burgemeester Sjors Fröhlich: ‘Mijn vrouw moest heel hard lachen toen ik solliciteerde’,"Een neurologische spierziekte maakte in 2007 een eind aan zijn carrière als radiomaker. Vijf maanden geleden werd Sjors Fröhlich (52) beëdigd als burgemeester. ,,Ik ben nooit erg onder de indruk van officiële poeha, maar hiervan raakte ik toch geëmotioneerd.’’",
3,Mogelijk minder zieken naar ic door medicijn tegen hoge bloeddruk,Door coronapatiënten te behandelen met het hogebloeddrukmedicijn Valsartan kunnen mogelijk veel ic-opnames en daarmee sterfgevallen bespaard worden. Nederlandse specialisten starten een groot onderzoek waaraan zeshonderdvijftig patiënten in zo’n vijftien ziekenhuizen meedoen.,
4,"Zijn modellen bepalen het coronabeleid (en ons humeur): ‘Zomaar de scholen open doen, kan niet’","Jacco Wallinga is de rekenmeester van het RIVM. Zijn virusmodel geldt wereldwijd als gouden standaard en is leidend voor de Nederlandse regering. ‘Als je nu verslapt, komt het net zo hard terug’.",
5,‘Ouderen financieel extra kwetsbaar door coronacrisis’,"Ouderen zijn ook in financieel opzicht extra kwetsbaar als gevolg van de coronacrisis. Omdat zij minder goed mee kunnen komen in de digitale wereld, lopen zij relatief veel risico om slachtoffer te worden van oplichters die hen met babbeltrucs geld af willen troggelen. Daarvoor waarschuwen ABN AMRO en ouderenbond ANBO.",
6,RIVM: Pas op met loslaten lockdown,"Het coronavirus is zo snel en ongrijpbaar dat versoepeling van restricties alleen heel voorzichtig kan. Scholen kunnen slechts onder ‘strikte voorwaarden’ open. Opties hierbij zijn basisscholen eerst, of oefenen in één regio.",
7,Op onderzoek van deze Nederlandse baseert Duitsland zijn mondkapjesadvies,In 2008 toonde arts-epidemioloog Marianne van der Sande aan dat zelfs een theedoek voor je mond en neus al kan helpen om verspreiding van een virus te voorkomen. Toch begrijpt ze dat Nederland nog niet kiest voor mondkapjes op straat. ‘Maar ik snap landen die er wel voor kiezen óók.’,
8,Het coronanieuws van vrijdag 17 april: bijlezen in één minuut,De stroom aan nieuwsberichten over het coronavirus is amper bij te benen. In dit artikel brengen we het belangrijkste nieuws van vandaag in een kort overzicht.,
9,Kind van gescheiden ouders eindigt op lager schoolniveau,"Kinderen die een scheiding van hun ouders meemaken, komen veelal op een lager schoolniveau dan verwacht. Vooral bij kinderen met hoogopgeleide ouders heeft zo'n gebeurtenis gevolgen voor hun schoolcarrière.",
