,titles,descriptions,links
0,Circusartieste kan weer lopen na val uit trapeze kerstcircus Carré,"De van oorsprong Oezbeekse circusartieste Kristina Vorobeva, die in januari met haar partner gewond raakte na een val van tien meter tijdens het Wereldkerstcircus in Carré, kan weer lopen. Dat heeft haar fysiotherapeute Mireille Pont zondag laten weten aan Hart van Nederland.",https://www.ad.nl/binnenland/circusartieste-kan-weer-lopen-na-val-uit-trapeze-kerstcircus-carre~a3e80105/
1,"Politie schiet man neer bij arrestatie in Zevenaar, slachtoffer zwaargewond","Bij een arrestatie van een man in Zevenaar voelden de politie-agenten zich dusdanig bedreigd, dat ze op de man hebben geschoten. Die is daarbij zwaargewond geraakt en met spoed onder politiebegeleiding naar het ziekenhuis vervoerd.",https://www.ad.nl/binnenland/politie-schiet-man-neer-bij-arrestatie-in-zevenaar-slachtoffer-zwaargewond~a4d471b1b/
2,Tweede Kamer: breng vluchtelingen Lesbos onder op cruiseschepen,"Om verspreiding van het coronavirus te voorkomen, moet Nederland zich er in Europa sterk voor maken om vluchtelingen van het Griekse eiland Lesbos onder te brengen op cruiseschepen. Deze oproep doet een meerderheid van de Tweede Kamer aan het adres van het kabinet.",https://www.ad.nl/politiek/tweede-kamer-breng-vluchtelingen-lesbos-onder-op-cruiseschepen~a289e18e/
3,Logeerdrama bij boerin Annemiek: geen man meer over,Een onverwachts einde van de logeerweek bij BZV-babe Annemiek: de boerin heeft zowel van Jelte als van Erik afscheid genomen. Ondanks het feit dat ze voor laatstgenoemde gevoelens kreeg.,https://www.ad.nl/show/logeerdrama-bij-boerin-annemiek-geen-man-meer-over~ac8e922e/
4,Spoorvakbond wil dat politie vaker surveilleert op stations na incident coronaspuger,"Om de openbare orde te handhaven, is het nodig dat de politie haar gezicht vaker laat zien op de grote treinstations. Die oproep doet spoorvakbond VVMC.",https://www.ad.nl/binnenland/spoorvakbond-wil-dat-politie-vaker-surveilleert-op-stations-na-incident-coronaspuger~a31f09f4/
5,Pepperspray ingezet bij protest in gevangenis Lelystad door coronamaatregelen,Tijdens een incident in de Penitentiaire Inrichting Lelystad hebben bewakers vanmiddag pepperspray ingezet. Dat meldt een woordvoerster van het ministerie van Justitie en Veiligheid. Er was een protest gaande omdat een aantal gedetineerden het niet eens is met de getroffen corona-maatregelen.,https://www.ad.nl/binnenland/pepperspray-ingezet-bij-protest-in-gevangenis-lelystad-door-coronamaatregelen~a5f13ff4/
6,Opnieuw brand in een zendmast: politie doet onderzoek in Tilburg,"Een voorbijganger ontdekte zaterdagvond dat er in een zendmast aan de Centaurusweg in Tilburg brand heeft gewoed. De politie deed er zondag onderzoek, ‘vanwege soortgelijke zaken elders in het land’.",https://www.ad.nl/binnenland/opnieuw-brand-in-een-zendmast-politie-doet-onderzoek-in-tilburg~af7533f2/
7,Groot politie-onderzoek in Haaksbergen na dramatisch voorval,In een woning aan de Jan Vermeerstraat in Haaksbergen heeft zich in de nacht van zaterdag op zondag een dramatisch incident in de privésfeer voorgedaan. Over de aard van het voorval doet de politie in het belang van het onderzoek en de privacy van betrokkenen geen nadere mededelingen.,https://www.ad.nl/binnenland/groot-politie-onderzoek-in-haaksbergen-na-dramatisch-voorval~ad75aec7/
8,"Meeste mensen houden zich aan de regels, samenscholende jongeren ‘punt van zorg’","De meeste mensen hebben zich op paaszondag aan de regels gehouden die vanwege de coronacrisis zijn afgekondigd. De veiligheidsregio’s constateerden dat de oproep om thuis of in de eigen buurt te blijven in grote mate is opgevolgd door volwassenen in Nederland. Jongeren vinden het opvolgen van de regels lastiger, stelt de Nijmeegse burgemeester Hubert Bruls, voorzitter van het Veiligheidsberaad van burgemeesters.",https://www.ad.nl/binnenland/meeste-mensen-houden-zich-aan-de-regels-samenscholende-jongeren-punt-van-zorg~ac6e3b678/
9,Keiharde conclusie onderzoek: het was wachten totdat dak AZ-stadion zou bezwijken,Het was wachten totdat het dak van het AZ-stadion zou instorten. Die harde conclusie is te trekken uit het onderzoek van Royal HaskoningDHV.,https://www.ad.nl/binnenland/keiharde-conclusie-onderzoek-het-was-wachten-totdat-dak-az-stadion-zou-bezwijken~a1aef73a/
10,Het coronanieuws van zondag 12 april: bijlezen in één minuut,De stroom aan nieuwsberichten over het coronavirus is amper bij te benen. In dit artikel brengen we het belangrijkste nieuws van vandaag in een kort overzicht.,https://www.ad.nl/binnenland/het-coronanieuws-van-zondag-12-april-bijlezen-in-een-minuut~a3a58403/
11,Een kinderloze vriendin bemoeit zich voortdurend met mijn opvoeding,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.",https://www.ad.nl/binnenland/een-kinderloze-vriendin-bemoeit-zich-voortdurend-met-mijn-opvoeding~a8b407a1/
12,Zo verdwijnt voorjaarsmoeheid als sneeuw voor de zon,Last van een duf gevoel in deze tijd van het jaar? Dat kan duiden op voorjaarsmoeheid: je lichaam staat in een winterse ruststand terwijl de lente al is begonnen. Probeer dit eens.,https://www.ad.nl/binnenland/zo-verdwijnt-voorjaarsmoeheid-als-sneeuw-voor-de-zon~a6fa37ac/
13,Hoe ‘brandschone’ pelletbrander de stempel ‘vervuiler’ kreeg,"In totaal 100 miljoen euro heeft de overheid uitgegeven aan subsidies op houtkachels in woningen, met steun van milieuorganisaties. Omdat ze duurzaam zouden zijn. Nu is de regeling vroegtijdig gestopt omdat de toestellen schadelijke stoffen uitstoten. Over een opmerkelijke draai van het kabinet.",https://www.ad.nl/binnenland/hoe-brandschone-pelletbrander-de-stempel-vervuiler-kreeg~aea5d672/
14,"Minder patiënten op de intensive care, nu 1358","Het aantal coronapatiënten op de intensive care is, na de lichte stijging van zaterdag, weer gedaald. Op dit moment liggen er 1358 mensen op de ic’s, 33 minder dan een dag eerder.",https://www.ad.nl/home/minder-patienten-op-de-intensive-care-nu-1358~a1c0ba9b/
15,Ondanks oproep ‘opnieuw veel te druk’ in Bollenstreek,"Net als gisteren slaan vele toeristen en dagjesmensen de waarschuwingen van de autoriteiten in de wind en komen zij in groten getale op de bloeiende bloemenvelden in de Bollenstreek af. Het is er ‘opnieuw veel te druk’, zo laten de gemeenten Hillegom, Lisse en Teylingen weten via de sociale mediakanalen.",https://www.ad.nl/binnenland/ondanks-oproep-opnieuw-veel-te-druk-in-bollenstreek~a286aa36/
16,MasterClass biedt de illusie van een echt gesprek met iemand die je bewondert,"Bij het Amerikaanse MasterClass leer je online koken van Gordon Ramsay, turnen van Simone Biles en schrijven van David Sedaris. Het is even intiem als intimiderend, vindt schrijver Daan Heerma van Voss.",https://www.ad.nl/nlblijftthuis/masterclass-biedt-de-illusie-van-een-echt-gesprek-met-iemand-die-je-bewondert~a3924e23/
17,RIVM: Dodental coronavirus voor het eerst sinds twee weken onder de 100,"Het aantal mensen dat de afgelopen 24 uur aan corona is overleden, is uitgekomen op 94. Voor het eerst in twaalf dagen zijn er minder dan honderd mensen overleden. Zaterdag waren het er nog 132.",https://www.ad.nl/binnenland/rivm-dodental-coronavirus-voor-het-eerst-sinds-twee-weken-onder-de-100~a8325ae4/
18,Na twee weken zon en nieuw warmterecord begint nieuwe week koud,Niet eerder was het twee weken achtereen zo zonovergoten vanaf de start van de lente als de afgelopen weken. Dit jaar heeft zelfs het record in handen en ook vandaag werd een warmterecord gebroken! Maar daar gaat verandering in komen. De warmte maakt aan het begin van de nieuwe week plaats voor koude lucht van zee.,https://www.ad.nl/binnenland/na-twee-weken-zon-en-nieuw-warmterecord-begint-nieuwe-week-koud~ab74ee7b/
19,Frits en zijn dochters (11 en 10) schrikken zich te pletter van ‘enorme vuurbal’ in de voortuin,"Ze zijn er zonder kleerscheuren vanaf gekomen. Maar Frits Vels uit Apeldoorn beseft dat een explosie gisteravond bij zijn woning heel anders af had kunnen lopen. ,,We hebben geluk met een grote G gehad.”",https://www.ad.nl/binnenland/frits-en-zijn-dochters-11-en-10-schrikken-zich-te-pletter-van-enorme-vuurbal-in-de-voortuin~a53b06e3/
20,Vermiste 13-jarige jongen uit Geldermalsen is terecht,"De 13-jarige jongen uit Geldermalsen die al sinds donderdag werd vermist, is in goede gezondheid aangetroffen. Dat laat zijn familie via Kind Vermist weten. Volgens zijn oom is de jongen gevonden op het strand van Vlissingen.",https://www.ad.nl/binnenland/vermiste-13-jarige-jongen-uit-geldermalsen-is-terecht~ac5bc9cb/
21,"‘Ondernemers, houd je hand op! Dit zijn geen tijden om gêne te voelen’","Naar schatting 240.000 zelfstandigen hebben inmiddels inkomensondersteuning aangevraagd bij hun gemeente. Toch zijn er volgens Tamara van Ark ook gedupeerde ondernemers die schroom voelen ‘hun hand op te houden’. Onzin, stelt de staatssecretaris van Sociale Zaken. ,,Dit zijn geen tijden om gêne te voelen.”",https://www.ad.nl/ad-werkt/ondernemers-houd-je-hand-op-dit-zijn-geen-tijden-om-gene-te-voelen~a3ee128e/
22,Door de corona-stilte horen en zien we ineens de natuur veel beter,Zonder ons heeft de natuur het prima naar de zin. Vooral de stilte zorgt voor verandering. Zelfs ín de stad zien we een haas of een ree. Het roodborstje geniet zo van de rust dat het uitslaapt alsof het vakantie is.,https://www.ad.nl/binnenland/door-de-corona-stilte-horen-en-zien-we-ineens-de-natuur-veel-beter~ae20ab0b/
23,Na de intensive care begint herstel pas echt: ‘Sommige patiënten worden nooit meer de oude’,"Na weken van beademing wordt de eerste golf coronapatiënten ontslagen van de intensive care. Maar wat dan? Het herstel gaat jaren duren, zeggen experts. In het Máxima Medisch Centrum in Veldhoven is een speciale revalidatie-afdeling geopend. Onderaan dit artikel kun je klikken op een van de portretten om erachter te komen wie wat betekent voor de patiënt.",https://www.ad.nl/binnenland/na-de-intensive-care-begint-herstel-pas-echt-sommige-patienten-worden-nooit-meer-de-oude~a6303d16/
24,René heeft al 14 jaar kanker: ‘Het leven is goed voor mij geweest’,"Annemarie Haverkamp praat met mensen over hun leven en het einde dat nadert. René heeft al veertien jaar prostaatkanker, maar hij dacht er geen seconde aan de handdoek in de ring te gooien. Nog steeds geeft René Legerstee niet op. In april zijn een dochter en kleinzoon jarig, hijzelf in mei. Die dag hoopt hij te halen, op wilskracht.",https://www.ad.nl/binnenland/rene-heeft-al-14-jaar-kanker-het-leven-is-goed-voor-mij-geweest~af52f684/
25,Jonge Fries vindt buit van woningoverval tijdens rondje zwemmen,"Een jongen die afgelopen vrijdag aan het zwemmen was, heeft in een water bij Drachten een geldkistje gevonden. Het kistje met persoonlijke papieren bleek in oktober te zijn ontvreemd bij een 93-jarige vrouw.",https://www.ad.nl/binnenland/jonge-fries-vindt-buit-van-woningoverval-tijdens-rondje-zwemmen~aff67ce1/
26,Zie jij ze ook vliegen? Vijf feiten over vogels,"Hebben vogelvrouwtjes een menopauze? Kan een vogel door de bliksem worden getroffen? Nu we thuiszitten en ineens de vogels om ons heen ontdekken, komen vragen op. Monica Wesseling beantwoordt er honderd in haar nieuwe boek. Vijf bijzondere feiten.",https://www.ad.nl/nlblijftthuis/zie-jij-ze-ook-vliegen-vijf-feiten-over-vogels~af0e4310/
27,Geen terroristisch oogmerk bij gewapende mannen in trein Schiphol,"De marechaussee laat weten nog onderzoek te doen naar twee mannen die gisteravond met een doorgeladen vuurwapen op zak zijn aangehouden in een trein op Schiphol. Er wordt onderzoek gedaan naar het motief van de mannen, waarbij niet wordt uitgegaan van een terroristisch oogmerk.",https://www.ad.nl/binnenland/geen-terroristisch-oogmerk-bij-gewapende-mannen-in-trein-schiphol~a49e408a/
28,Meten is weten: dit zijn de beste smartwatches om actief mee te sporten,"Je hebt smartwatches, activity trackers, sporthorloges én apparaten die al deze functies combineren. De experts van Hardware Info bekeken de afgelopen tijd zeven smartwatches die specifiek op sport gericht zijn en dus niet alleen standaard smartwatch-functies bieden, maar ook al je sportactiviteiten bijhouden én vertellen hoe je leeft en slaapt. De winnaars van de test vind je hieronder.",https://www.ad.nl/tech/meten-is-weten-dit-zijn-de-beste-smartwatches-om-actief-mee-te-sporten~a0c812d8/
