,titles,descriptions,links,site_name
0,Besmettingen Equador 30.000 voorbij • 'Groen licht hervatting Bundesliga verwacht',Lees hier al het coronanieuws van dinsdag 5 mei.,https://www.nos.nl/liveblog/2332810-besmettingen-equador-30-000-voorbij-groen-licht-hervatting-bundesliga-verwacht.html,www.nos.nl
1,Bevrijdingsdag zonder festivals: hoe vieren we de vrijheid? ,"Door de coronamaatregelen zijn veertien Bevrijdingsfestivals afgelast. En ook andere activiteiten om stil te staan bij de vrijheid, zoals de 5-mei lezing door Angela Merkel, kunnen niet doorgaan. Maar wat kan wel? ",https://www.nos.nl/artikel/2332808-bevrijdingsdag-zonder-festivals-hoe-vieren-we-de-vrijheid.html,www.nos.nl
2,FunX stopt met radioprogramma Ramadan Late Night na doodsbedreigingen,Vorige week maakte dj Moradzo al bekend aangifte te hebben gedaan. De dj werd bedreigd omdat hij muziek draait tijdens de ramadan. ,https://www.nos.nl/artikel/2332793-funx-stopt-met-radioprogramma-ramadan-late-night-na-doodsbedreigingen.html,www.nos.nl
3,Koning in toespraak op lege Dam: 'Oorlog zit 75 jaar later nog steeds in ons',Het was voor het eerst dat het staatshoofd bij de Nationale Dodenherdenking sprak. ,https://www.nos.nl/artikel/2332789-koning-in-toespraak-op-lege-dam-oorlog-zit-75-jaar-later-nog-steeds-in-ons.html,www.nos.nl
4,Farmaceuten halen alles uit de kast om vaccin te ontwikkelen,"Er is veel geld beschikbaar voor de zoektocht naar een vaccin tegen SARS-CoV-2, maar dat is nog geen garantie dat het er ook daadwerkelijk snel komt.",https://www.nos.nl/artikel/2332768-farmaceuten-halen-alles-uit-de-kast-om-vaccin-te-ontwikkelen.html,www.nos.nl
5,KLM stelt gezichtsbescherming verplicht: 'Sjaal ook goed',"Veel Nederlandse experts zijn tegen het dragen van mondkapjes in het openbaar, omdat het schijnveiligheid creëert en in sommige gevallen kan leiden tot onveilige situaties.",https://www.nos.nl/artikel/2332767-klm-stelt-gezichtsbescherming-verplicht-sjaal-ook-goed.html,www.nos.nl
6,"Op merendeel scholen hele lesdagen, deel leerlingen en leraren blijft nog thuis",Dat blijkt uit een enquête van de NOS onder 751 schoolleiders. ,https://www.nos.nl/artikel/2332766-op-merendeel-scholen-hele-lesdagen-deel-leerlingen-en-leraren-blijft-nog-thuis.html,www.nos.nl
7,"Coronacijfers van 4 mei: relatief weinig doden, grote verschillen tussen regio's","Zelfs voor een maandag is het aantal gerapporteerde opnames en doden laag. Maar de verschillen per regio zijn groot, blijkt uit een analyse.",https://www.nos.nl/artikel/2332761-coronacijfers-van-4-mei-relatief-weinig-doden-grote-verschillen-tussen-regio-s.html,www.nos.nl
8,'Blauwdruk voor Nederlandse winkelstraten bestaat niet',Detailhandel Nederland pleit voor een eenduidige aanpak voor winkelstraten in de anderhalvemetersamenleving. Maar zo makkelijk gaat dat niet: er is maatwerk nodig.,https://www.nos.nl/artikel/2332756-blauwdruk-voor-nederlandse-winkelstraten-bestaat-niet.html,www.nos.nl
9,'Woensdag tweede repatriëringsvlucht uit Marokko',Volgens de Volkskrant hebben gestrande Nederlanders die mee mogen dat telefonisch te horen gekregen.,https://www.nos.nl/artikel/2332753-woensdag-tweede-repatrieringsvlucht-uit-marokko.html,www.nos.nl
