,titles,descriptions,links
0,Ouders krijgen in juni of juli geld terug voor de onbenutte kinderopvang,Ouders met kinderen in de kinderopvang kunnen in juni of uiterlijk juli compensatie verwachten voor de rekeningen die ze doorbetalen nu de dagverblijven zijn gesloten. De regering heeft 175 miljoen euro uitgetrokken om alle ouders geld terug te geven. Ze hoeven daar zelf niets voor te doen.,
1,Nieuw politieakkoord maakt versnelde instroom van agenten mogelijk,Politiebonden en justitieminister Grapperhaus willen met een aanvullend cao-akkoord de capaciteitsproblemen bij de politie te lijf gaan. Zo wordt de politieopleiding verkort en komen agenten sneller op straat. Voor oudere agenten is vroegpensioen mogelijk.,
2,Frank zit in quarantaine: Zelfisolatie is één grote relatietest,Net als veel Nederlanders blijft redacteur Frank Poorthuis thuis. Frank zit in de risicogroep. Verslag van dag 36. Lees alle eerdere afleveringen hier terug.,
3,Kinderkamer en seksspullen gevonden bij Hengelose pedoverdachte,"Bij een inval in januari dit jaar bij een 32-jarige Hengeloër die wordt verdacht van pedoseksuele activiteiten, is een compleet ingerichte kinderkamer gevonden en werden seksspullen, kinderkleding en kinderspeelgoed ontdekt. Dat maakte het OM vanmorgen bekend.",
4,RIVM: 144 gemelde sterfgevallen en 156 ziekenhuisopnames,Het aantal meldingen van personen die als gevolg van het coronavirus zijn overleden is de afgelopen 24 uur gestegen met 144. Daarnaast kwamen er 156 meldingen binnen van mensen die in het ziekenhuis zijn opgenomen (geweest).,
5,"Politie Oost-Nederland schorst vervelende, agressieve collega","De leiding van politie Oost-Nederland heeft een medewerker uit het Gelderse deel van de eenheid geschorst wegens ernstig plichtsverzuim. De man is de afgelopen jaren in privétijd meerdere malen betrokken geweest bij ‘overlast gerelateerde incidenten’, meldt politie.nl.",
6,Comité 4 en 5 mei: Vlag de hele dag halfstok voor Dodenherdenking,"Het Nationaal Comité 4 en 5 mei vraagt Nederland om op 4 mei de vlag de gehele dag halfstok te hangen ter nagedachtenis van de oorlogsslachtoffers. Zo kan er, ondanks de coronamaatregelen, toch uitgebreid vanuit huis worden stilgestaan bij de Dodenherdenking.",
7,"Nederlandse Vereniging voor Autisme luidt noodklok: ‘Toename zelfverminking, agressie en angst’","Veel kinderen en volwassen met autisme en een verstandelijke beperking die in een instelling leven hebben hun familie al wekenlang niet meer gezien. Bovendien is hun vertrouwde structuur weg: dagbestedingen zijn afgelast en er gelden nieuwe regels, wat de crisis extra moeilijk voor hen maakt. De Nederlandse Vereniging voor Autisme (NVA) noemt de situatie alarmerend.",
8,Weer 2000 mensen meer overleden dan gemiddeld: ‘Is het plafond bereikt?’,De sterfte van de afgelopen weken blijft onverminderd hoog. Voor de week van 6 tot en met 12 april (week 15) wordt het aantal overledenen geschat op ongeveer 2000 personen meer dan in de eerste periode van dit jaar. Dat aantal is vergelijkbaar met de week ervoor.,
9,Einde aan tijdperk met gratis papieren kranten in Nederland,"Na 21 jaar verdwijnt dagblad Metro als papieren krant. Metro overleefde de opkomst van de smartphone, maar het coronavirus werd de krant fataal. Daarmee is een einde gekomen aan het tijdperk van de gratis kranten.",
