,titles,descriptions,links
0,Clyde B. zou 20 miljoen mondkapjes leveren,Maar liet  niets meer van zich horen.,
1,Rob Jetten: ‘Die klimaatmaatregelen zullen er moeten komen’,"Nog maanden in de anderhalvemetersamenleving, dat idee stemt Rob Jetten verdrietig. Op het D66-onlinecongres wil hij studenten zaterdag geruststellen. ‘Digitaal kunnen we toch bij elkaar komen.’",
2,Politie bekeurt 53 mensen bij illegaal pokertoernooi Zaandam,Een illegaal pokertoernooi in Zaandam is in de nacht van vrijdag op zaterdag stopgezet door de politie. In het pand waren - tegen de coronaregels in - 53 mensen aanwezig.,
3,RIVM: ‘Versoepeling regels alleen heel voorzichtig’,"Het coronavirus is zo snel en ongrijpbaar dat versoepeling van restricties alleen heel voorzichtig kan. Scholen kunnen slechts onder ‘strikte voorwaarden’ open. Opties hierbij zijn basisscholen eerst, of oefenen in een regio.",
4,Schipholbaas: na crisis niet gelijk maximale aantal vluchten,"Schipholbaas Dick Benschop wil niet dat het aantal vliegbewegingen na de coronacrisis in mum van tijd weer aan het huidige maximum van 500.000 zit. Volgens Benschop zal het herstel van de luchtvaart sowieso tot 2023 duren, zegt hij tegen Trouw.",
5,"NS breidt rooster weer wat uit: meer intercity’s, IC Direct rijdt weer","De Nederlandse Spoorwegen breiden de sinds 21 maart geldende basisdienstregeling iets uit. Alle stations waar normaliter intercity's stoppen, krijgen vanaf 29 april minstens eens per uur een intercity. Ook het Randstad-nachtnet en de IC Direct gaan weer rijden.",
6,"Zeven corona-apps in de race, privacy-experts kritisch: ‘Dit is een janboel’",Dit weekend worden de inzendingen getoetst door het publiek.,
7,"Klimaatprotest anno corona: geen mensen, maar lege schoenen","Hoe kun je nog demonstreren in tijden van corona? De klimaatactivisten van Extinction Rebellion bedachten een oplossing. Ze lieten zich vrijdag op het Plein voor de Tweede Kamer vertegenwoordigen door hun schoenen, 1029 paar.",
8,Ouders krijgen in juni of juli geld voor onbenutte opvang,Kabinet heeft 175 miljoen voor de regeling uitgetrokken.,
9,"Kwart ontvangt geen thuiszorg meer:
‘Wat moet je nu?’","Bijna een kwart van de mensen die voor de corona-uitbraak thuiszorg of begeleiding door een wijkverpleegkundige ontving, krijgt dat nu helemaal niet meer. Nog eens 18 procent ontvangt minder zorg dan voorheen.",
10,Mondkapjes: verpleeghuizen genegeerd,"Verpleeghuizen en thuiszorgorganisaties stonden wekenlang achteraan bij de verdeling van mondkapjes. Dat was een bewuste keuze van het kabinet, blijkt uit een reconstructie. Klachten en waarschuwende woorden drongen niet door.",
11,Druk op ic’s neemt af: kan economie weer op stoom komen?,"Als de maatregelen worden versoepeld, kan de schade aan de economie  worden beperkt.",
12,"Experts koersen af op advies: basisscholen open, middelbare niet","Basisscholen en kinderdagverblijven kunnen mogelijk na de meivakantie weer open. Middelbare scholen moeten de deuren misschien langer gesloten houden, omdat hun rol bij de verspreiding van het coronavirus groter lijkt.",
13,Storm van kritiek op minister: ‘Zonder kunstenaars geen kunst’,De cultuursector is teleurgesteld in het kabinet. De 300 miljoen euro steun is te weinig en het geld wordt verkeerd verdeeld. ‘De urgentie ontbreekt simpelweg bij de minister.’,
14,Boze Kamerleden 50Plus slaan verzoeningspoging Dales af,Drie Tweede Kamerleden van 50Plus zegden het vertrouwen op in voorzitter Geert Dales.,
15,Metro keert niet terug als papieren krant,"De uitgave Metro stopt definitief als papieren krant. De krant verschijnt momenteel door de coronacrisis alleen maar online, maar de printeditie keert ook in de toekomst niet meer terug op de stations.",
16,Experts: leraren lopen nauwelijks risico als scholen opengaan,"Als kinderdagverblijven en basisscholen opengaan, lopen leraren en medewerkers een uiterst klein gezondheidsrisico. Het leidt tot nauwelijks meer ic-opnames, zo concludeert het Outbreak Management Team.",
17,"Rutte: mondkapjes geen alternatief voor 1,5 metersamenleving","Het kabinet vraagt de experts van het Outbreak Management Team (OMT) om te bekijken of mondkapjes ingezet kunnen worden in sectoren waarbij geen 1,5 meter afstand gehouden kan worden. Het gaat dan bijvoorbeeld over kappers of nagelstylisten.",
18,Patiënten ontwaken angstig. En dan kan nog een klap komen,"Grote kans dat coronapatiënten meer klachten overhouden aan hun verblijf op de ic dan anderen, zegt lector revalidatie acute zorg Marike van der Schaaf. ‘Hoe langer beademd, hoe meer klachten.’",
19,Bespuugde agent en boa mogen zich bij klachten laten testen,"Politieagenten en buitengewoon opsporingsambtenaren (boa’s) die zijn bespuugd of in hun gezicht gehoest, mogen zich laten testen. Ze moeten dan wel klachten hebben die doen denken aan het coronavirus.",
