,titles,descriptions,links,site_name
0,"
                Dode bij schietpartij in woonwijk Rotterdam
                            ",Mogelijke vluchtauto gevonden,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117801/schietpartij-rotterdam-dode-gevallen-afrekening-woonwijk,www.rtlnieuws.nl
1,"
                Harde windstoten en schade aan bomen
                            ",Ook morgen,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117786/harde-windstoten-vooral-schade-aan-bomen,www.rtlnieuws.nl
2,"
                Kinderen weer naar school? 'Mijn zoontje blijft thuis'
                            ",Scholen morgen weer open,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117411/kinderen-mogen-weer-naar-school-maar-niet-oudere-durft-t-aan,www.rtlnieuws.nl
3,"
                'Veel Kesselnaren bezitten antistoffen coronavirus'
                            ",Grote immuuntest,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117586/veel-kesselnaren-bezitten-antistoffen-tegen-coronavirus,www.rtlnieuws.nl
4,"
                50 opleggerbanden lek gestoken: strandhuisjesvervoer in gevaar
                            ",Vandalisme,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117516/50-opleggerbanden-lekgestoken-strandhuisjesvervoer-gevaar,www.rtlnieuws.nl
5,"
                Politie stuit op enorm crystal meth-lab in Gelderse schuur
                            ",Handelswaarde van 10 miljoen,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117491/politie-stuit-op-enorm-crystal-meth-lab-gelderse-schuur,www.rtlnieuws.nl
6,"
                Met hoeveel personen mag je in de auto zitten? 
                            ","Corona-update, stel je vraag",https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117381/corona-update-auto-mondkapje-rijlessen-carpoolen-boetes,www.rtlnieuws.nl
7,"
                'Maakte niets uit waar je in geloofde, ze stond voor je klaar'
                            ",Zij stierven door corona,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5116886/eerbetoon-zeliha-durmaz-overleden-coronavirus-covid19,www.rtlnieuws.nl
8,"
                 Pas op voor windstoten, omslag van warm naar koud weer
                            ",Einde aan de pret,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117341/omslag-van-warm-naar-koud-weer-pas-op-voor-zware-windstoten,www.rtlnieuws.nl
9,"
                Noodlot maakte Marina moeder: 'Nu onvoorwaardelijke liefde'
                            ",Zondaginterview,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5116001/zondaginterview-marina-stiefmoeder-moederdag-kinderen-moeder-mama,www.rtlnieuws.nl
10,"
                'Politie krijgt meer meldingen van overlast sinds coronacrisis'
                            ",Liveblog,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117311/coronavirus-liveblog-covid-19-rivm-cijfers-patienten-ziekte,www.rtlnieuws.nl
11,"
                IJsland wint alternatief songfestival, Nederland stelt teleur
                            ",Tegenvaller voor  Jeangu ,https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117306/ijsland-winnaar-van-alternatief-songfestival-op-internet,www.rtlnieuws.nl
