,titles,descriptions,links,site_name
0,Belastingdienst erkent: toch sprake van etnisch profileren,Ruim 11.000 mensen met een dubbele nationaliteit zijn door de Belastingdienst strenger gecontroleerd dan andere Nederlanders. De tweede nationaliteit was een officieel selectiecriterium om te bepalen of er een verhoogde kans was op fraude. De Belastingdienst bevestigt dit na onderzoek van RTL Nieuws...,https://www.telegraaf.nl/nieuws/1448514474/belastingdienst-erkent-toch-sprake-van-etnisch-profileren,www.telegraaf.nl
1,Dansscholen willen snel weer open,Dansscholen willen snel weer open,https://www.telegraaf.nl/nieuws/1881530944/dansscholen-willen-snel-weer-open,www.telegraaf.nl
2,LIVE | Eerste kappers al vlak na middernacht open,LIVE | Eerste kappers al vlak na middernacht open,https://www.telegraaf.nl/nieuws/976226418/live-eerste-kappers-al-vlak-na-middernacht-open,www.telegraaf.nl
3,"Schietpartij in Rotterdam, slachtoffer overleden","Op de Bergselaan in Rotterdam heeft zondagavond een schietpartij plaatsgevonden. Het slachtoffer is overleden, reanimatie mocht niet meer baten. De daders zijn per auto gevlucht.",https://www.telegraaf.nl/nieuws/1743232745/schietpartij-in-rotterdam-slachtoffer-overleden,www.telegraaf.nl
4,Harde wind en windstoten veroorzaken schade aan bomen,"Windstoten hebben zondag gezorgd voor met name schade aan bomen. De harde wind houdt aan tot maandagavond. Het KNMI heeft code geel afgekondigd voor alle kustprovincies, het Waddengebied en het IJsselmeer.",https://www.telegraaf.nl/nieuws/1445278187/harde-wind-en-windstoten-veroorzaken-schade-aan-bomen,www.telegraaf.nl
5,RIVM bij heropening basisscholen: ’Onmogelijk om afstand te houden van kleuters’,"Onder voorwaarden gaat Nederland vanaf maandag in stapjes van het slot af. Om te beginnen met onder andere scholen, contactberoepen en buiten sporten. Maar als het coronavirus weer harder toe slaat, zo waarschuwt het kabinet, gaan heropende sectoren nog een keer op slot. Die verantwoordelijkheid wor...",https://www.telegraaf.nl/nieuws/490929502/rivm-bij-heropening-basisscholen-onmogelijk-om-afstand-te-houden-van-kleuters,www.telegraaf.nl
6,"Camper dining omzeilt regels, ’iedereen stond te juichen’","Camper dining omzeilt regels, ’iedereen stond te juichen’",https://www.telegraaf.nl/nieuws/853511031/camper-dining-omzeilt-regels-iedereen-stond-te-juichen,www.telegraaf.nl
7,Overleden kitesurfer mogelijk gegrepen door harde windvlaag,Bij het strand van Kamperland op het Zeeuwse eiland Noord-Beveland is zondag een kitesurfer overleden. Het is een 28-jarige man uit Den Bosch.,https://www.telegraaf.nl/nieuws/763765588/overleden-kitesurfer-mogelijk-gegrepen-door-harde-windvlaag,www.telegraaf.nl
8,Ook maandag harde wind verwacht,Het KNMI heeft zondag voor alle kustprovincies code geel afgegeven. Ook maandag wordt een harde wind verwacht.,https://www.telegraaf.nl/nieuws/907995778/ook-maandag-harde-wind-verwacht,www.telegraaf.nl
9,Veiligheidsregio’s tevreden over rustige Moederdag,"De 25 veiligheidsregio’s blikken terug op een rustige Moederdag. In sommige winkelgebieden was het wel druk, maar minder dan op zaterdag en de regels werden goed nageleefd.",https://www.telegraaf.nl/nieuws/1063769764/veiligheidsregio-s-tevreden-over-rustige-moederdag,www.telegraaf.nl
10,Politie bevrijdt gegijzelde vrouw in Zutphen,De politie heeft zondag in Zutphen een vrouw bevrijd die gegijzeld werd in een woning aan de Donker Curtiusstraat.,https://www.telegraaf.nl/nieuws/1996870242/politie-bevrijdt-gegijzelde-vrouw-in-zutphen,www.telegraaf.nl
11,"Man spuugt drie agenten in gezicht, één houdt nu afstand van zwangere vrouw",Een man uit Weesp heeft op het politiebureau van Hilversum drie agenten in het gezicht gespuugd. Naar eigen zeggen heeft hij het coronavirus. Een van de agenten houdt nu uit voorzorg afstand van zijn zwangere vrouw.,https://www.telegraaf.nl/nieuws/847972533/man-spuugt-drie-agenten-in-gezicht-een-houdt-nu-afstand-van-zwangere-vrouw,www.telegraaf.nl
